ts,T,H,PMS1,PMS2_5,PMS10,CO2,NO2,CO,VoC,C2H5OH,ID,Loc,Customer,Ph
2023-04-24 00:00:20,28.4,45.4,26,40,49,443,220,140,159,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:21,28.4,45.4,26,42,50,443,220,140,159,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:23,28.4,45.4,26,41,50,442,219,140,159,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:24,28.4,45.4,26,41,50,442,219,140,158,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:25,28.4,45.4,25,40,49,443,219,140,158,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:26,28.4,45.5,25,40,49,441,220,141,158,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:27,28.4,45.4,25,40,48,443,221,140,158,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:28,28.3,45.4,25,40,48,442,222,140,159,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:29,28.4,45.5,25,40,48,442,225,142,160,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:30,28.4,45.5,25,40,48,442,226,140,160,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:32,28.4,45.4,25,40,48,442,227,141,161,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:33,28.4,45.4,24,40,47,441,229,141,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:34,28.4,45.4,24,41,49,441,229,141,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:35,28.4,45.4,24,42,50,441,229,141,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:36,28.4,45.4,24,40,47,442,228,140,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:37,28.4,45.5,25,41,49,442,229,141,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:38,28.4,45.4,25,41,50,441,231,142,162,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:39,28.4,45.4,25,42,50,441,229,141,163,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:41,28.3,45.4,25,42,51,441,231,142,164,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:42,28.4,45.4,25,42,50,441,232,142,164,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:43,28.4,45.5,25,41,49,441,232,141,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:44,28.4,45.5,25,41,49,442,234,142,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:45,28.4,45.4,25,41,49,442,234,141,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:46,28.4,45.5,24,40,47,442,236,142,166,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:47,28.4,45.5,24,40,47,442,235,142,166,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:48,28.4,45.5,24,41,49,441,234,140,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:50,28.4,45.5,24,41,49,441,234,142,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:51,28.4,45.5,24,40,48,441,232,141,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:52,28.4,45.5,24,39,47,442,232,141,165,174,12,Kitchen window,H2,XXXX
2023-04-24 00:00:53,28.4,45.5,24,39,47,441,230,141,164,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:54,28.4,45.5,24,39,47,441,228,140,163,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:55,28.4,45.4,24,39,47,441,228,142,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:56,28.4,45.4,25,40,47,441,226,141,163,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:57,28.4,45.4,25,40,47,441,226,140,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:00:58,28.4,45.4,25,41,48,441,227,142,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:01:00,28.4,45.5,26,42,50,440,226,141,162,172,12,Kitchen window,H2,XXXX
2023-04-24 00:01:01,28.4,45.5,24,41,49,440,228,142,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:01:02,28.3,45.5,23,40,48,441,228,141,162,173,12,Kitchen window,H2,XXXX
2023-04-24 00:01:03,28.4,45.5,23,40,48,441,230,142,163,173,12,Kitchen window,H2,XXXX
2023-04-24 00:01:04,28.4,45.4,25,41,49,441,235,143,164,174,12,Kitchen window,H2,XXXX
2023-04-24 00:01:05,28.4,45.4,25,41,49,441,238,143,166,175,12,Kitchen window,H2,XXXX
2023-04-24 00:01:06,28.4,45.4,25,41,49,442,243,144,168,176,12,Kitchen window,H2,XXXX
2023-04-24 00:01:07,28.4,45.5,24,40,48,442,249,144,170,177,12,Kitchen window,H2,XXXX
2023-04-24 00:01:09,28.4,45.5,24,40,48,442,254,143,172,178,12,Kitchen window,H2,XXXX
2023-04-24 00:01:10,28.4,45.5,23,39,47,442,260,145,175,179,12,Kitchen window,H2,XXXX
2023-04-24 00:01:11,28.4,45.4,23,39,47,442,262,143,177,179,12,Kitchen window,H2,XXXX
2023-04-24 00:01:12,28.4,45.4,23,38,46,442,269,145,179,180,12,Kitchen window,H2,XXXX
2023-04-24 00:01:13,28.4,45.4,23,38,46,442,273,145,181,180,12,Kitchen window,H2,XXXX
2023-04-24 00:01:14,28.4,45.5,23,38,46,442,275,144,184,180,12,Kitchen window,H2,XXXX
2023-04-24 00:01:15,28.4,45.5,23,38,46,441,280,145,187,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:16,28.4,45.5,23,38,46,441,282,145,189,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:18,28.4,45.5,23,37,45,441,284,145,191,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:19,28.4,45.5,23,37,45,441,288,146,194,185,12,Kitchen window,H2,XXXX
2023-04-24 00:01:20,28.4,45.5,23,35,43,441,289,144,195,185,12,Kitchen window,H2,XXXX
2023-04-24 00:01:21,28.4,45.5,22,36,42,441,290,144,197,186,12,Kitchen window,H2,XXXX
2023-04-24 00:01:22,28.4,45.5,23,37,44,442,288,142,198,185,12,Kitchen window,H2,XXXX
2023-04-24 00:01:23,28.4,45.5,24,39,46,442,283,142,198,184,12,Kitchen window,H2,XXXX
2023-04-24 00:01:24,28.4,45.5,24,40,49,442,279,142,198,184,12,Kitchen window,H2,XXXX
2023-04-24 00:01:25,28.4,45.5,24,41,49,442,272,141,195,184,12,Kitchen window,H2,XXXX
2023-04-24 00:01:27,28.4,45.5,24,41,49,442,269,142,194,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:28,28.4,45.5,25,42,50,442,266,142,192,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:29,28.4,45.5,26,42,50,442,262,141,189,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:30,28.4,45.5,26,42,50,442,260,142,189,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:31,28.4,45.5,26,41,49,442,257,141,188,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:32,28.4,45.5,26,41,49,442,256,140,187,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:33,28.4,45.5,26,39,47,442,256,141,185,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:34,28.4,45.4,26,39,47,443,254,141,184,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:36,28.4,45.5,26,39,47,443,254,142,184,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:37,28.4,45.5,26,39,45,443,252,140,183,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:38,28.4,45.4,26,39,45,444,251,141,182,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:39,28.4,45.5,26,39,45,444,250,141,181,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:40,28.4,45.5,26,39,45,443,250,141,181,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:41,28.4,45.5,25,39,45,443,250,141,180,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:42,28.4,45.5,25,39,45,443,248,140,180,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:43,28.4,45.5,25,39,45,443,248,141,180,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:45,28.4,45.5,24,39,45,443,249,142,180,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:46,28.4,45.5,24,39,45,443,249,141,179,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:47,28.4,45.4,24,39,45,444,250,142,180,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:48,28.4,45.5,24,39,45,444,250,141,179,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:49,28.4,45.5,23,38,45,444,250,142,179,181,12,Kitchen window,H2,XXXX
2023-04-24 00:01:50,28.4,45.5,23,38,45,444,252,142,180,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:51,28.4,45.5,23,38,45,444,252,142,180,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:52,28.4,45.4,24,39,46,444,254,142,181,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:53,28.4,45.5,24,39,46,444,254,141,181,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:55,28.4,45.5,25,40,48,445,252,141,181,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:56,28.4,45.5,25,40,47,444,254,142,181,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:57,28.4,45.5,25,40,47,445,257,141,183,182,12,Kitchen window,H2,XXXX
2023-04-24 00:01:58,28.4,45.5,25,40,47,445,261,143,186,183,12,Kitchen window,H2,XXXX
2023-04-24 00:01:59,28.4,45.5,24,39,46,445,266,143,187,183,12,Kitchen window,H2,XXXX
2023-04-24 00:02:00,28.4,45.4,24,39,46,444,269,143,190,184,12,Kitchen window,H2,XXXX
2023-04-24 00:02:01,28.4,45.4,25,40,47,444,272,144,192,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:03,28.4,45.5,25,40,47,444,274,143,194,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:04,28.4,45.5,25,40,47,444,275,143,194,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:05,28.4,45.5,25,40,47,445,276,144,195,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:06,28.4,45.5,25,40,47,445,276,142,195,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:07,28.4,45.5,25,39,46,445,276,143,195,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:08,28.4,45.5,25,39,46,445,273,142,195,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:09,28.4,45.5,25,39,46,443,272,142,195,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:10,28.4,45.5,25,39,46,443,273,142,194,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:12,28.4,45.5,25,39,46,444,271,142,194,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:13,28.4,45.5,26,40,46,444,272,144,195,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:14,28.4,45.5,26,40,46,444,270,142,194,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:15,28.4,45.5,26,39,46,444,270,142,194,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:16,28.4,45.5,26,39,46,444,271,143,195,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:17,28.4,45.5,26,40,47,444,269,142,195,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:18,28.4,45.4,26,40,47,446,272,143,195,190,12,Kitchen window,H2,XXXX
2023-04-24 00:02:19,28.4,45.4,26,40,47,446,270,142,195,190,12,Kitchen window,H2,XXXX
2023-04-24 00:02:20,28.4,45.5,26,40,46,445,270,142,194,190,12,Kitchen window,H2,XXXX
2023-04-24 00:02:22,28.4,45.5,26,40,46,445,268,142,194,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:23,28.4,45.5,26,40,47,446,266,142,193,190,12,Kitchen window,H2,XXXX
2023-04-24 00:02:24,28.4,45.5,26,40,47,446,265,142,191,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:25,28.4,45.5,26,40,47,446,262,141,191,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:26,28.4,45.5,26,40,47,446,258,140,188,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:27,28.4,45.5,26,40,48,445,256,141,187,189,12,Kitchen window,H2,XXXX
2023-04-24 00:02:28,28.4,45.5,27,41,49,445,252,139,186,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:30,28.4,45.5,27,41,49,445,250,141,186,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:31,28.4,45.5,26,40,47,445,247,141,184,188,12,Kitchen window,H2,XXXX
2023-04-24 00:02:32,28.3,45.5,26,40,47,445,244,140,183,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:33,28.4,45.5,25,39,47,446,243,141,182,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:34,28.4,45.5,26,40,46,445,242,140,182,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:35,28.4,45.5,26,40,47,446,242,140,181,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:36,28.4,45.5,26,40,46,446,243,142,180,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:37,28.4,45.4,26,40,46,446,241,141,179,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:38,28.4,45.5,24,39,46,446,241,142,179,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:40,28.4,45.4,24,39,46,446,239,140,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:41,28.4,45.4,25,40,47,446,239,141,177,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:42,28.4,45.4,25,41,47,446,238,141,177,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:43,28.4,45.5,25,41,48,446,239,141,176,187,12,Kitchen window,H2,XXXX
2023-04-24 00:02:44,28.4,45.4,25,41,48,446,240,142,176,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:45,28.4,45.4,24,41,48,446,241,141,176,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:46,28.4,45.4,23,40,46,445,242,140,176,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:47,28.4,45.5,23,41,48,445,244,142,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:49,28.4,45.4,22,40,46,445,244,140,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:50,28.4,45.4,22,39,45,445,244,141,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:51,28.4,45.4,22,39,45,445,246,142,178,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:52,28.4,45.4,23,40,46,445,246,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:53,28.4,45.5,23,40,46,445,247,141,178,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:54,28.4,45.4,23,40,46,445,245,141,178,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:55,28.4,45.4,23,39,45,445,246,141,178,185,12,Kitchen window,H2,XXXX
2023-04-24 00:02:56,28.4,45.5,23,39,45,445,247,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:58,28.4,45.5,23,39,45,445,247,141,179,186,12,Kitchen window,H2,XXXX
2023-04-24 00:02:59,28.4,45.5,23,39,45,445,248,141,179,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:00,28.4,45.5,23,39,45,445,249,141,180,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:01,28.4,45.5,23,39,45,445,250,141,179,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:02,28.3,45.5,23,39,45,445,251,141,180,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:03,28.4,45.5,23,38,44,445,250,142,180,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:04,28.4,45.5,23,38,44,444,251,142,179,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:05,28.4,45.5,23,38,43,444,252,142,180,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:07,28.4,45.5,23,38,43,444,254,142,181,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:08,28.4,45.5,23,36,42,445,257,142,181,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:09,28.4,45.5,23,36,42,445,258,142,182,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:10,28.4,45.5,23,36,42,444,260,143,183,188,12,Kitchen window,H2,XXXX
2023-04-24 00:03:11,28.3,45.5,24,38,44,444,259,142,182,188,12,Kitchen window,H2,XXXX
2023-04-24 00:03:12,28.4,45.5,24,38,44,444,257,141,182,188,12,Kitchen window,H2,XXXX
2023-04-24 00:03:13,28.4,45.5,24,37,43,445,257,142,182,188,12,Kitchen window,H2,XXXX
2023-04-24 00:03:14,28.4,45.4,24,37,43,445,254,141,181,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:16,28.4,45.5,24,38,45,444,253,142,181,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:17,28.4,45.5,24,38,45,444,253,142,180,188,12,Kitchen window,H2,XXXX
2023-04-24 00:03:18,28.4,45.4,24,38,45,443,251,141,179,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:19,28.4,45.5,24,37,45,444,251,142,180,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:20,28.4,45.5,24,38,45,444,248,141,179,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:21,28.4,45.4,24,39,47,445,248,141,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:22,28.4,45.5,24,40,48,444,250,142,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:23,28.4,45.5,24,41,49,444,247,141,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:24,28.4,45.4,24,40,48,444,247,142,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:26,28.4,45.5,24,40,48,444,247,141,178,187,12,Kitchen window,H2,XXXX
2023-04-24 00:03:27,28.4,45.5,25,40,48,444,246,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:28,28.4,45.4,24,39,48,443,247,142,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:29,28.4,45.4,24,39,48,444,246,140,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:30,28.3,45.5,24,39,48,444,247,143,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:31,28.4,45.5,25,40,49,444,247,142,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:32,28.4,45.5,25,40,49,444,247,142,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:33,28.4,45.5,25,40,49,444,248,142,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:35,28.4,45.4,25,40,48,444,247,140,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:36,28.4,45.4,25,40,48,444,248,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:37,28.3,45.4,26,40,47,444,248,142,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:38,28.4,45.5,26,40,47,444,248,141,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:39,28.4,45.4,26,40,49,444,249,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:40,28.4,45.4,25,40,49,443,247,140,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:41,28.4,45.4,26,41,49,443,247,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:42,28.4,45.5,26,41,50,443,247,141,178,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:44,28.4,45.4,26,41,49,443,246,140,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:45,28.4,45.5,26,41,49,444,246,141,177,186,12,Kitchen window,H2,XXXX
2023-04-24 00:03:46,28.4,45.5,26,41,49,443,245,141,177,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:47,28.4,45.5,26,41,50,443,244,140,176,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:48,28.4,45.4,25,41,50,445,245,142,176,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:49,28.4,45.4,25,40,49,443,242,140,175,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:50,28.4,45.5,24,40,49,443,243,142,176,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:51,28.4,45.5,24,40,49,444,243,142,175,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:53,28.4,45.5,24,40,49,444,243,142,174,185,12,Kitchen window,H2,XXXX
2023-04-24 00:03:54,28.4,45.5,24,40,49,443,243,143,175,184,12,Kitchen window,H2,XXXX
2023-04-24 00:03:55,28.4,45.4,24,40,49,442,240,141,174,184,12,Kitchen window,H2,XXXX
2023-04-24 00:03:56,28.4,45.5,24,40,49,443,239,143,173,184,12,Kitchen window,H2,XXXX
2023-04-24 00:03:57,28.4,45.5,24,40,49,443,243,143,175,184,12,Kitchen window,H2,XXXX
2023-04-24 00:03:58,28.4,45.5,24,40,49,443,247,143,177,184,12,Kitchen window,H2,XXXX
2023-04-24 00:03:59,28.4,45.4,24,40,49,443,253,145,179,186,12,Kitchen window,H2,XXXX
2023-04-24 00:04:00,28.4,45.5,25,40,49,443,256,143,181,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:01,28.4,45.4,25,40,49,443,258,144,182,186,12,Kitchen window,H2,XXXX
2023-04-24 00:04:03,28.4,45.5,25,40,49,443,258,143,181,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:04,28.4,45.5,26,40,49,444,257,143,181,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:05,28.4,45.5,26,40,49,444,258,144,181,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:06,28.4,45.5,25,39,47,444,260,144,181,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:07,28.4,45.5,25,39,47,444,265,144,183,185,12,Kitchen window,H2,XXXX
2023-04-24 00:04:08,28.4,45.5,26,40,47,444,274,145,186,186,12,Kitchen window,H2,XXXX
2023-04-24 00:04:09,28.4,45.5,26,40,47,444,279,144,188,186,12,Kitchen window,H2,XXXX
2023-04-24 00:04:10,28.4,45.5,26,40,47,444,284,146,191,187,12,Kitchen window,H2,XXXX
2023-04-24 00:04:12,28.4,45.5,26,39,46,444,286,145,192,188,12,Kitchen window,H2,XXXX
2023-04-24 00:04:13,28.4,45.5,26,39,46,444,285,145,194,189,12,Kitchen window,H2,XXXX
2023-04-24 00:04:14,28.4,45.5,26,40,47,444,284,146,194,191,12,Kitchen window,H2,XXXX
2023-04-24 00:04:15,28.4,45.5,26,40,47,444,279,146,192,191,12,Kitchen window,H2,XXXX
2023-04-24 00:04:16,28.4,45.5,26,40,47,444,275,147,192,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:17,28.4,45.5,26,40,47,445,269,146,189,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:18,28.4,45.5,26,40,46,444,263,145,188,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:19,28.4,45.5,26,40,46,444,259,145,185,195,12,Kitchen window,H2,XXXX
2023-04-24 00:04:21,28.4,45.5,26,40,46,444,252,143,183,195,12,Kitchen window,H2,XXXX
2023-04-24 00:04:22,28.4,45.5,26,40,46,444,251,143,182,195,12,Kitchen window,H2,XXXX
2023-04-24 00:04:23,28.4,45.5,26,40,46,444,249,143,181,195,12,Kitchen window,H2,XXXX
2023-04-24 00:04:24,28.4,45.6,26,39,45,444,247,141,180,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:25,28.4,45.5,26,39,45,444,247,141,179,195,12,Kitchen window,H2,XXXX
2023-04-24 00:04:26,28.4,45.5,26,39,45,444,244,141,178,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:27,28.4,45.5,26,39,45,444,244,141,177,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:28,28.4,45.5,26,39,45,444,244,142,176,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:30,28.4,45.5,26,38,46,444,242,142,176,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:31,28.4,45.5,26,38,46,444,241,142,175,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:32,28.4,45.4,26,39,47,444,239,141,174,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:33,28.4,45.5,26,39,47,444,239,142,174,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:34,28.4,45.5,25,38,46,444,239,142,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:35,28.4,45.5,25,38,46,444,238,141,173,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:36,28.4,45.5,25,38,46,444,239,142,174,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:37,28.4,45.4,26,39,48,444,238,140,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:39,28.4,45.4,26,39,48,443,239,141,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:40,28.4,45.4,26,39,48,444,240,142,173,194,12,Kitchen window,H2,XXXX
2023-04-24 00:04:41,28.4,45.4,26,39,48,444,239,141,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:42,28.4,45.4,27,40,49,444,241,141,173,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:43,28.4,45.5,27,41,50,444,241,142,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:44,28.4,45.4,26,40,49,444,240,141,174,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:45,28.4,45.4,26,41,48,444,242,142,175,193,12,Kitchen window,H2,XXXX
2023-04-24 00:04:46,28.4,45.4,27,42,50,444,242,140,175,192,12,Kitchen window,H2,XXXX
